type,rank,name,country,score,startDate,competition,competition_short,url,season,gender
SP,3,Deniss VASILJEVS,LAT,85.11,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,8,Loena HENDRICKX,BEL,55.13,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FS,10,Mae Berenice MEITE,FRA,105.56,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,6,Anita ?STLUND,SWE,56.04,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,5,Nicole RAJICOVA,SVK,61.01,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,13,Anna KHNYCHENKOVA,UKR,51.84,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,27,Natasha MCKAY,GBR,45.12,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,34,Elzbieta GABRYSZAK,POL,38,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,33,Valentina MATOS,ESP,39.66,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,32,Sila SAYGI,TUR,43.05,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,31,Matilda ALGOTSSON,SWE,43.28,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,30,Natalie KLOTZ,AUT,43.53,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,18,Nicole SCHOTT,GER,48.37,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,28,Fruzsina MEDGYESI,HUN,44.71,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,35,Kim CHEREMSKY,AZE,37.61,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,26,Kyarha VAN TIEL,NED,45.28,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,25,Kristina SHKULETA-GROMOVA,EST,45.74,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,24,Pernille SORENSEN,DEN,45.76,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,23,Giada RUSSO,ITA,45.81,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,22,Silvia HUGEC,SVK,45.98,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,21,Elzbieta KROPA,LTU,46.06,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,29,Julia SAUTER,ROU,44.57,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FS,15,Irakli MAYSURADZE,GEO,127.53,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,36,Conor STAKELUM,IRL,43.05,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,1,Javier FERNANDEZ,ESP,191.73,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,2,Dmitri ALIEV,RUS,182.73,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,3,Mikhail KOLYADA,RUS,175.49,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,4,Alexei BYCHENKO,ISR,163.47,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,5,Deniss VASILJEVS,LAT,158.41,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,6,Alexander SAMARIN,RUS,155.56,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,7,Alexander MAJOROV,SWE,154.58,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,8,Michal BREZINA,CZE,152.48,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,9,Matteo RIZZO,ITA,141.17,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,10,Chafik BESSEGHIER,FRA,140.82,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,11,Phillip HARRIS,GBR,140.45,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,12,Jorik HENDRICKX,BEL,139.61,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,35,Yakau ZENKO,BLR,47.26,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,22,Sondre ODDVOLL BOE,NOR,108.79,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,8,Emmi PELTONEN,FIN,106.8,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,4,Mikhail KOLYADA,RUS,83.41,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,1,Alina ZAGITOVA,RUS,80.27,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,2,Evgenia MEDVEDEVA,RUS,78.57,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,3,Carolina KOSTNER,ITA,78.3,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
FS,13,Romain PONSART,FRA,139.27,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,24,Igor REZNICHENKO,POL,101.69,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,14,Moris KVITELASHVILI,GEO,133.73,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,20,Stephane WALKER,SUI,119.45,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,19,Felipe MONTOYA,ESP,120.49,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,18,Valtter VIRTANEN,FIN,121.54,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,17,Paul FENTZ,GER,122.43,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,16,Slavik HAYRAPETYAN,ARM,127.14,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,21,Daniel Albert NAURITS,EST,115.34,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,4,Maria SOTSKOVA,RUS,68.7,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,F
SP,10,Michal BREZINA,CZE,72.72,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,5,Jorik HENDRICKX,BEL,78.56,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,6,Matteo RIZZO,ITA,78.26,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
FS,23,Burak DEMIRBOGA,TUR,105.95,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,34,Nicky OBREYKOV,BUL,50.24,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,7,Moris KVITELASHVILI,GEO,76.74,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,9,Alexander SAMARIN,RUS,74.25,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,11,Paul FENTZ,GER,72.54,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,12,Alexander MAJOROV,SWE,71.28,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,13,Chafik BESSEGHIER,FRA,70.35,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,14,Slavik HAYRAPETYAN,ARM,69.49,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,15,Phillip HARRIS,GBR,67.77,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,16,Stephane WALKER,SUI,65.96,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,17,Igor REZNICHENKO,POL,63.96,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,18,Irakli MAYSURADZE,GEO,63.69,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,28,Jiri BELOHRADSKY,CZE,58.3,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,30,Thomas KENNES,NED,54.65,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,8,Alexei BYCHENKO,ISR,74.97,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,19,Sondre ODDVOLL BOE,NOR,61.85,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,32,Larry LOUPOLOVER,AZE,52.44,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,33,Alexander MASZLJANKO,HUN,52.01,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,31,Davide LEWTON BRAIN,MON,54.64,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,29,Michael NEUMAN,SVK,57.44,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,27,Nicholas VRDOLJAK,CRO,58.3,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,23,Daniel Albert NAURITS,EST,60.76,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,20,Romain PONSART,FRA,61.45,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,21,Burak DEMIRBOGA,TUR,61.27,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,22,Felipe MONTOYA,ESP,61.23,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,24,Valtter VIRTANEN,FIN,60.23,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,25,Yaroslav PANIOT,UKR,60.07,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,26,Daniel SAMOHIN,ISR,59.18,2018/01/15,ISU European Figure Skating Championships 2018,EURO,http://www.isuresults.com/results/season1718/ec2018/index.htm,2017-2018,M
SP,13,Kevin REYNOLDS,CAN,74.65,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,12,Elladj BALDE,CAN,75.17,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,11,Denis TEN,KAZ,75.3,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,10,Takahito MURA,JPN,76.66,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,9,Brendan KERRY,AUS,79.57,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,8,Misha GE,UZB,82.27,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,5,Han YAN,CHN,84.74,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,10,Xiangning LI,CHN,57.01,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,7,Nam NGUYEN,CAN,84.09,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,20,Aiza MAMBEKOVA,KAZ,36.47,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,19,Chloe ING,SGP,45.3,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,18,Ziquan ZHAO,CHN,48.78,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,17,Michelle LONG,CAN,49.77,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,16,Kailani CRAINE,AUS,50.79,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,15,Amy LIN,TPE,51.14,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,14,Alicia PINEAULT,CAN,51.53,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,13,Brooklee HAN,AUS,52.29,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,22,Natalie SANGKAGALO,THA,33.5,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,11,Elizabet TURSYNBAEVA,KAZ,56.52,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,23,Thita LAMSAM,THA,28.26,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,9,Angela WANG,USA,58.97,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,8,Alaine CHARTRAND,CAN,59.86,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,1,Shoma UNO,JPN,100.49,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,M
SP,7,Starr ANDREWS,USA,60.61,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,6,Hanul KIM,KOR,61.15,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,5,Dabin CHOI,KOR,62.3,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,4,Mariah BELL,USA,62.9,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,3,Mai MIHARA,JPN,69.84,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
SP,2,Kaori SAKAMOTO,JPN,71.34,2018/01/22,ISU Four Continents Championships 2018,4CC,http://www.isuresults.com/results/season1718/fc2018/,2017-2018,F
